name,domain,verdict,detail,final_url
Glencore,glencore.com,ok,page names glencore,https://www.glencore.com/
Glencore Recycling,glencorerecycling.com,ok,page names glencore/recycling,https://www.glencore.com/what-we-do/recycling
Glenfarne Energy Transition,glenfarnegroup.com,ok,page names glenfarne,https://glenfarnegroup.com/
Glennmont Partners,glennmont.com,ok,page names glennmont,https://www.glennmont.com/
Global Relay,globalrelay.com,ok,page names relay,https://www.globalrelay.com/
GlobalData,globaldata.com,ok,page names globaldata,https://www.globaldata.com/
GoCardless,gocardless.com,ok,page names gocardless,https://gocardless.com/en-us
Golar LNG,golarlng.com,ok,page names golar/lng,https://www.golarlng.com/
Gold Standard,goldstandard.org,ok,page names gold/standard,https://goldstandard.org/
Golden Agri-Resources,goldenagri.com.sg,ok,page names golden/agri,https://www.golden-agri.com/
Golden Pass LNG,goldenpasslng.com,ok,page names golden/pass/lng,https://www.goldenpasslng.com/
Goldenwood Capital,goldenwoodcapital.com,ok,page names goldenwood,https://goldenwoodcapital.com/
Goldman Sachs,goldmansachs.com,ok,page names goldman/sachs,https://www.goldmansachs.com/
Good Energy,goodenergy.co.uk,ok,page names good,https://www.goodenergy.co.uk/
Goodman Masson,goodmanmasson.com,ok,page names goodman/masson,https://www.goodmanmasson.com/
Gore Street Capital,gorestreetcap.com,ok,page names gore/street,https://www.gorestreetcap.com/
Gore Street Energy Storage Fund,gsenergystoragefund.com,ok,page names gore/street/storage,https://gsenergystoragefund.com/
Goteborg Energi,goteborgenergi.se,ok,page names energi,https://www.goteborgenergi.se/
Graanul Invest,graanulinvest.com,ok,page names graanul/invest,https://graanulinvest.com/
Graham Capital Management,grahamcapital.com,ok,page names graham,https://www.grahamcapital.com/
Grain LNG,grainlng.com,ok,page names grain/lng,https://grainlng.com/
Grain and Feed Trade Association,gafta.com,ok,page names gafta,https://www.gafta.com/
GrainCorp,graincorp.com.au,ok,page names graincorp,https://www.graincorp.com.au/
Grant Thornton,grantthornton.co.uk,ok,page names grant/thornton,https://www.grantthornton.co.uk/
Grasshopper Asia,grasshopperasia.com,ok,page names grasshopper/asia,https://grasshopperasia.com/
Great British Energy,gbe.gov.uk,ok,page names great/british,https://www.gbe.gov.uk/
Green Alliance,green-alliance.org.uk,ok,page names green/alliance,https://green-alliance.org.uk/
Green Fuels,greenfuels.co.uk,ok,page names green/fuels,https://greenfuels.co.uk/
Green Nation,greennation.co.uk,ok,page names green/nation,https://greennation.co.uk/
Greenchoice,greenchoice.nl,ok,page names greenchoice,https://www.greenchoice.nl/
Greencoat UK Wind,greencoat-ukwind.com,ok,page names greencoat/wind,https://www.greencoat-ukwind.com/
Greenergy,,ok,no domain claimed,
Greenfield Capital,greenfield.xyz,ok,page names greenfield,https://greenfieldcapital.com/?migrated=1
Greenlink Interconnector,greenlink.ie,ok,page names greenlink/interconnector,https://greenlink.ie/
Grenergy,grenergy.eu,ok,page names grenergy,https://grenergy.eu/
Gresham House,greshamhouse.com,ok,page names gresham/house,https://greshamhouse.com/
Grid Edge,gridedge.co.uk,ok,page names grid/edge,https://gridedge.ai
Gridserve,gridserve.com,ok,page names gridserve,https://www.gridserve.com/
Griffin Markets,griffinmarkets.com,ok,page names griffin,https://griffinmarkets.com/
Group One Trading,group1.com,ok,page names one,https://group1.com/
Groupe E,groupe-e.ch,ok,page names groupe,https://www.groupe-e.ch/fr
Grupa Lotos,,ok,no domain claimed,
Grupo Mexico,gmexico.com,ok,page names grupo,https://www.gmexico.com/
Guidehouse,guidehouse.com,ok,page names guidehouse,https://guidehouse.com/
Guidepoint,guidepoint.com,ok,page names guidepoint,https://www.guidepoint.com/
Guinness Global Investors,guinnessgi.com,ok,page names guinness/investors,https://www.guinnessgi.com/
Gulf Keystone Petroleum,gulfkeystone.com,ok,page names gulf/keystone/petroleum,https://www.gulfkeystone.com/
Gunvor,gunvorgroup.com,ok,page names gunvor,https://gunvorgroup.com/
Gunvor Services,gunvor.com,ok,page names gunvor,https://www.gunvor.com/
HC Group,hcgroup.global,ok,page names group,https://hcgroup.global/
HEP Croatia,hep.hr,ok,page names hep,https://www.hep.hr/
HOPS Croatia,hops.hr,ok,page names hops,https://hops.hr/
HSBC,hsbc.com,ok,page names hsbc,https://www.hsbc.com/
HUPX,hupx.hu,ok,page names hupx,https://hupx.hu/
Habib Bank,hbl.com,ok,page names hbl,https://www.hbl.com/
Habitat Energy,habitat.energy,ok,page names habitat,https://habitat.energy/
Hafnia,hafniabw.com,ok,page names hafnia,https://hafnia.com/
Hafslund,hafslund.no,ok,page names hafslund,https://www.hafslund.no/no
Haidar Capital Management,haidarcapital.com,ok,page names haidar,https://www.haidarcapital.com/
Halliburton,halliburton.com,ok,page names halliburton,https://www.halliburton.com/
Hamilton Insurance,hamiltongroup.com,ok,page names hamilton/insurance,https://www.hamiltongroup.com/
Hampden and Co,hampdenandco.com,ok,page names hampden,https://www.hampdenbank.com/
Handelsbanken,handelsbanken.com,ok,page names handelsbanken,https://www.handelsbanken.com/en/
Hannam and Partners,hannam.partners,ok,page names hannam,https://hannam.partners/
Hannover Re,hannover-re.com,ok,page names hannover,https://www.hannover-re.com:443/en/
Harbour Energy,harbourenergy.com,ok,page names harbour,https://www.harbourenergy.com/
Hargreaves Lansdown,hl.co.uk,ok,page names hargreaves/lansdown,https://www.hl.co.uk/
Harmony Energy,harmonyenergy.co.uk,ok,page names harmony,https://harmonyenergy.co.uk/
Harmony Gold,harmony.co.za,ok,page names harmony/gold,https://www.harmony.co.za/
Harrington Starr,harringtonstarr.com,ok,page names harrington/starr,https://www.harringtonstarr.com/
Harwood Capital,harwoodcapital.co.uk,ok,page names harwood,https://www.harwoodcapital.co.uk/
Hashdex,hashdex.com,ok,page names hashdex,https://hashdex.com/en-US/
Havelock London,havelocklondon.com,ok,page names havelock,https://www.havelocklondon.com/
Hayfin Capital Management,hayfin.com,ok,page names hayfin,https://www.hayfin.com/
Hays,hays.co.uk,ok,page names hays,https://www.hays.co.uk/
Headlands Technologies,headlandstech.com,ok,page names headlands/technologies,https://headlandstech.com/
Heidrick and Struggles,heidrick.com,ok,page names heidrick/struggles,https://www.heidrick.com/en
Helen Oy,helen.fi,ok,page names helen,https://www.helen.fi/
Helix Energy Solutions,helixesg.com,ok,page names helix/solutions,https://helixesg.com/
Hellenic Petroleum,helpe.gr,ok,page names petroleum,https://www.helpe.gr/
Helm AG,helmag.com,ok,page names helm,https://www.helmag.com/
Heptagon Capital,heptagon-capital.com,ok,page names heptagon,https://heptagon-capital.com/
Heraeus Precious Metals,heraeus-precious-metals.com,ok,page names heraeus/precious/metals,https://www.heraeus-precious-metals.com:443/en/
Heron Energy,,ok,no domain claimed,
Hg,hgcapital.com,ok,page names hg,https://hgcapital.com/
Hidden Road,hiddenroad.com,ok,page names hidden/road,https://ripple.com/solutions/prime-brokerage/
Hindalco,hindalco.com,ok,page names hindalco,https://www.hindalco.com/
Hiscox,hiscoxgroup.com,ok,page names hiscox,https://www.hiscoxgroup.com/
Hitachi Energy,hitachienergy.com,ok,page names hitachi,https://www.hitachienergy.com/
Hochschild Mining,hochschildmining.com,ok,page names hochschild/mining,https://hochschildmining.com/
Hoegh Evi,hoeghevi.com,ok,page names evi,https://hoeghevi.com/
Hosking Partners,hoskingpartners.com,ok,page names hosking,https://www.hoskingpartners.com/
Houlihan Lokey,hl.com,ok,page names houlihan/lokey,https://hl.com/
Howden Group,howdengroup.com,ok,page names howden,https://www.howdengroup.com/us-en
Howe Robinson Partners,howerobinson.com,ok,page names howe/robinson,https://www.howerobinson.com/
Hudbay Minerals,hudbayminerals.com,ok,page names hudbay/minerals,https://hudbayminerals.com/home/default.aspx
Hudson Bay Capital,hudsonbaycapital.com,ok,page names hudson/bay,https://www.hudsonbaycapital.com/
Hudson River Trading,hudsonrivertrading.com,ok,page names hudson/river,https://www.hudsonrivertrading.com/
Huxley,huxley.com,ok,page names huxley,https://www.huxley.com/en-us/
Hymans Robertson,hymans.co.uk,ok,page names hymans/robertson,https://www.hymans.co.uk/
Hyundai Corporation,hyundaicorp.com,ok,page names hyundai,https://www.hyundaicorp.com/
ICE Clear Europe,theice.com/clear-europe,ok,page names ice/clear/europe,https://www.ice.com/clear-europe
ICICI Bank,icicibank.com,ok,page names icici,https://www.icici.bank.in/
ICIS,icis.com,ok,page names icis,https://www.icis.com/explore/
ICMA,icmagroup.org,ok,page names icma,https://www.icmagroup.org/
IMC Trading,imc.com,ok,page names imc,https://www.imc.com:443/us/
IMCD,imcdgroup.com,ok,page names imcd,https://www.imcdgroup.com:443/
ING,ing.com,ok,page names ing,https://ing.com/
ION Group,iongroup.com,ok,page names ion,https://iongroup.com/
IPTO Greece,admie.gr,ok,page names admie,https://www.admie.gr/
ISAM,isam.com,ok,page names isam,https://isam.com/
ISDA,,ok,no domain claimed,
IWB Basel,iwb.ch,ok,page names iwb/basel,https://www.iwb.ch/
Ib Vogt,ibvogt.com,ok,page names vogt,https://www.ibvogt.com/
Idemitsu Kosan,,ok,no domain claimed,
Ifchor Galbraiths,ifchorgalbraiths.com,ok,page names ifchor/galbraiths,https://ifchorgalbraiths.com/
Ignitis Group,ignitisgrupe.lt,ok,page names ignitis,https://ignitisgrupe.lt/
Ilex Capital,ilexcapital.com,ok,page names ilex,https://ilexcapital.com/
Illwerke VKW,illwerkevkw.at,ok,page names illwerke/vkw,https://www.illwerkevkw.at/
Ilmarinen,ilmarinen.fi,ok,page names ilmarinen,https://www.ilmarinen.fi/
Impala Platinum,implats.co.za,ok,page names implats,https://www.implats.co.za/
Impax Asset Management,impaxam.com,ok,page names impax,https://impaxam.com/
Impax Environmental Markets,impaxenvironmentalmarkets.co.uk,ok,page names impax/environmental,https://www.iemplc.co.uk/
InCommodities,incommodities.com,ok,page names incommodities,https://incommodities.com/
Independent Franchise Partners,franchisepartners.com,ok,page names independent/franchise,https://www.franchisepartners.com
Ineos,ineos.com,ok,page names ineos,https://www.ineos.com/
Inflexion Private Equity,inflexion.com,ok,page names inflexion/private/equity,https://www.inflexion.com/
InfraRed Capital Partners,ircp.com,ok,page names infrared,https://www.ircp.com/
InfraVia Capital Partners,infraviacapital.com,ok,page names infravia,https://infraviacapital.com/
Inigo,inigoinsurance.com,ok,page names inigo,https://inigoinsurance.com/
Inpex,inpex.co.jp,ok,page names inpex,https://www.inpex.com/
Insight Investment,insightinvestment.com,ok,page names insight,https://www.insightinvestment.com/united-states/
Instinet,instinet.com,ok,page names instinet,https://www.instinet.com/
Intech Investment Management,intechinvestments.com,ok,page names intech,https://www.intechinvestments.com/
Integr8 Fuels,integr8fuels.com,ok,page names integr8/fuels,https://integr8fuels.com/
Interactive Brokers,interactivebrokers.com,ok,page names interactive/brokers,https://www.interactivebrokers.com/
Interactive Investor,ii.co.uk,ok,page names interactive/investor,https://www.ii.co.uk
Intercontinental Exchange,ice.com,ok,page names ice,https://www.ice.com/index
Intermediate Capital Group,,ok,no domain claimed,
Intermodal Shipbrokers,intermodal.gr,ok,page names intermodal,https://www.intermodal.gr/
International Aluminium Institute,international-aluminium.org,ok,page names aluminium/institute,https://international-aluminium.org/
International Chamber of Shipping,ics-shipping.org,ok,page names chamber/shipping,https://www.ics-shipping.org/
International Cocoa Organization,icco.org,ok,page names cocoa/organization,https://www.icco.org/
International Coffee Organization,ico.org,ok,page names coffee/organization,https://ico.org/
International Copper Study Group,icsg.org,ok,page names copper/study,https://icsg.org/
International Grains Council,igc.int,ok,page names grains/council,https://igc.int/en/default.aspx
International Lead and Zinc Study Group,ilzsg.org,ok,page names lead/zinc/study,https://www.ilzsg.org/
International Seaways,intlseas.com,ok,page names seaways,https://intlseas.com/overview/default.aspx
International Sugar Organization,isosugar.org,ok,page names sugar/organization,https://isosugar.org/
International Wrought Copper Council,coppercouncil.org,ok,page names wrought/copper/council,https://www.coppercouncil.org/
Intertek,intertek.com,ok,page names intertek,https://www.intertek.com/
Interunity,interunity.com,ok,page names interunity,https://interunity.com/
Intesa Sanpaolo,intesasanpaolo.com,ok,page names intesa/sanpaolo,https://www.intesasanpaolo.com/
Invesco,invesco.com,ok,page names invesco,https://www.invesco.com/us/en/country-splash.html
Investec,investec.com,ok,page names investec,https://www.investec.com/en_us.html
Investment Association,theia.org,ok,page names association,https://www.theia.org/
Ion Markets,iongroup.com/markets,ok,page names ion,https://iongroup.com/markets/
Ipanema Coffee,ipanemacoffees.com.br,ok,page names ipanema/coffee,https://ipanemacoffees.com.br/en-us/
Iren,gruppoiren.it,ok,page names iren,https://gruppoiren.it/
Isio,isio.com,ok,page names isio,https://www.isio.com/
Isometric,isometric.com,ok,page names isometric,https://isometric.com/
Ithaca Energy,ithacaenergy.com,ok,page names ithaca,https://www.ithacaenergy.com/
Itochu Europe,itochu.eu,ok,page names itochu,https://www.fruits.co/en/domain/itochu.eu
Ivanhoe Mines,ivanhoemines.com,ok,page names ivanhoe/mines,https://www.ivanhoemines.com/
J O Hambro Capital Management,johcm.com,ok,page names hambro,https://www.johcm.com/
JB Cocoa,jbcocoa.com,ok,page names cocoa,https://www.jbcocoa.com/
JBC Energy,jbcenergy.com,ok,page names jbc,https://www.kpler.com:443/blog/kpler-acquires-jbc-energy-and-consolidates-its-leadership-in-commodity-data-analytics
JLEN Environmental Assets,jlen.com,ok,page names jlen/environmental/assets,https://www.fgen.com/
JPMorgan,jpmorganchase.com,ok,page names jpmorgan,https://www.jpmorganchase.com/
JSW Steel,jsw.in,ok,page names jsw/steel,https://www.jsw.in/
Jacobs,jacobs.com,ok,page names jacobs,https://www.jacobs.com/
Jamtkraft,jamtkraft.se,ok,page names jamtkraft,https://www.jamtkraft.se/privat/
Jane Street,janestreet.com,ok,page names jane/street,https://www.janestreet.com:443/
Janus Henderson,janushenderson.com,ok,page names janus/henderson,https://www.janushenderson.com/en-us/
Jefferies,jefferies.com,ok,page names jefferies,https://www.jefferies.com/
Jersey Oil and Gas,jerseyoilandgas.com,ok,page names jersey/oil/gas,https://www.jerseyoilandgas.com/
Johannesburg Stock Exchange,jse.co.za,ok,page names stock/exchange,https://www.jse.co.za/
Johnson Matthey,matthey.com,ok,page names johnson/matthey,https://matthey.com/
Jump Trading,jumptrading.com,ok,page names jump,https://www.jumptrading.com/
Jupiter Asset Management,jupiteram.com,ok,page names jupiter,https://jupiteram.com/global/en/corporate/
KBR,kbr.com,ok,page names kbr,https://www.kbr.com/en
KKR,kkr.com,ok,page names kkr,https://www.kkr.com/
KPI OceanConnect,kpioceanconnect.com,ok,page names kpi/oceanconnect,https://kpioceanconnect.com/
KPMG,kpmg.com,ok,page names kpmg,https://kpmg.com/xx/en.html
Kaiko,kaiko.com,ok,page names kaiko,https://www.kaiko.com/
